/////////////////////////////////////////////////////////////////////////////////////////////////////
/////キャラクター定義//////////

#CharTable
//■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
//主人公	≪ 0～19 ≫
//■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
//
//　　　　　　　　　　　　　　　　　　※※　キャラ手帳の並びと合わせて、順を変更しました。　※※
//
//					 フ		  モ		属性
//					 ァ		  ｜							前  |弾氷|noTt|noUV		経	  |
//					 イ		  ｼｮ  ﾀ レ			H O	D		後  |Down|noCL|noAr		験	金|アイテム(NO＋1000％)
//	名				 ル		  ン  ｲ ベ			P P P		上  |Up  |mMAP|noEF		値金個|①		②		③
//	前				 名		  NO  ﾌﾟル			％＋＋		ﾉｯｸ |STAN|noDW|noMV		％％数|NO％	NO％	NO％			説明
//――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
///	名前（８文字） 	 FILE	 Mot  T LV	属性	HP  OP DP	防御|ﾀﾞｳﾝ|状態|予約		EPGPGcITEM % ITEM %	ITEM %			説明（６４文字）
659 移動床大（火）	 obx0354    0  2 01	-----	0	12	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
660 プロペラ移動床	 obx0364  660  2 01	-----	0	12	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
661 リフト台		 obx0374  661  2 01	-----	0	12	0	---*|----|----|---*		10	0	0	---- 0	---- 0	---- 0		？？？
662 リフト積載台	 obx0384  661  2 01	-----	0	12	0	---*|----|----|---*		10	0	0	---- 0	---- 0	---- 0		？？？
663 電撃床（大）	 obx0400  663  2 01	-----	0	0	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
664 豆電球			 obx0404  664  2 01	-----	0	14	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
665 ゴング			 obx0414  665  2 01	-----	0	14	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
666 的				 obx0424  666  2 01	-----	0	14	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
667 雪玉			 obx0310  667  2 01	-----	0	15	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
668 ワープ魔法陣	 obx0390    0  2 01	-----	0	14	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
669 扇風機			 obx0454  669  2 01	-----	0	0	0	---*|----|--*-|---*		0	0	0	---- 0	---- 0	---- 0		？？？
670 麻				 obx0464  670  2 01	-----	0	12	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
671 変わり身木人	 obx0474  671  2 01	-----	0	0	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
672 ジャンプ台		 obx0484  672  2 01	-----	0	14	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
673 リフト端		 obx0544  653  2 01	-----	0	0	0	---*|----|--*-|---*		0	0	0	---- 0	---- 0	---- 0		？？？
674 モアイ			 obx0060    0  2 01	-----	0	0	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
675 球石			 obx0614    0  3 01	GxMxKx	0	0	0	----|----|---*|----		0	0	0	---- 0	---- 0	---- 0		？？？
676 ミニキノコ		 obx067k  676  3 01	GxMxKx	0	14	0	----|----|---*|----		0	0	0	---- 0	---- 0	---- 0		？？？
677 移動床小		 obx0624    0  2 01	-----	0	12	0	---*|----|----|---*		10	0	0	---- 0	---- 0	---- 0		？？？

//トレジャー
678 マンモス		 obx0070  678  2 01	-----	0	0	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
679 仏像			 obx0080  679  2 01	-----	0	0	0	---*|----|----|----		0	0	0	---- 0	---- 0	---- 0		？？？
680 金のなる木		 obx0090  679  2 01	-----	0	0	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
681 ファラオの棺	 obx0100  679  2 01	-----	0	0	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
682 ロボ①完成形	 obx0110  679  2 01	-----	0	0	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
683 首長竜完成形	 obx0120  679  2 01	-----	0	0	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
684 ティラノ完成形	 obx0130  679  2 01	-----	0	0	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
685 ステゴ完成形	 obx0140  679  2 01	-----	0	0	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
686 トリケラ完成形	 obx0150  679  2 01	-----	0	0	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
687 ロボ②完成形	 obx0160  679  2 01	-----	0	0	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
688 宝石８個セット	 obx0170   -1  2 01	-----	0	0	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
689 黒真珠			 obx0180  679  2 01	-----	0	0	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
690 シーラカンス	 obx0190  679  2 01	-----	0	0	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
691 アンモナイト	 obx0200  679  2 01	-----	0	0	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
692 三葉虫			 obx0210  679  2 01	-----	0	0	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
693 アノマロカリス	 obx0220  679  2 01	-----	0	0	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
694 シードラゴン	 obx0230  679  2 01	-----	0	0	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
695 竜宮の使い		 obx0240  679  2 01	-----	0	0	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
696 皇帝ペンギン	 obx0250  679  2 01	-----	0	0	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
697 ジュゴン		 obx0260  679  2 01	-----	0	0	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
698 柵中			 obx0654    0  2 01	-----	0	7	0	---*|----|--*-|---*		10	0	0	---- 0	---- 0	---- 0		？？？
699 空気壁（１８）	 obx0664    0  2 01	-----	0	0	0	---*|----|--*-|---*		10	0	0	---- 0	---- 0	---- 0		？？？
700 空気壁（９）	 obx0674    0  2 01	-----	0	0	0	---*|----|--*-|---*		10	0	0	---- 0	---- 0	---- 0		？？？
701 ガイコツ		 ob50002a   0  2 01	-----	0	0	0	---*|----|--*-|---*		0	0	0	---- 0	---- 0	---- 0		？？？
702 トレジャー台	 obx0270    0  2 01	-----	0	12	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
703 長リフト台		 obx0684  661  2 01	-----	0	12	0	---*|----|----|---*		10	0	0	---- 0	---- 0	---- 0		？？？
704 空気アタリ火	 obx0704  704  2 01	GxMxKx	0	0	0	---*|----|----|---*		10	0	0	---- 0	---- 0	---- 0		？？？
705 空気アタリ風	 obx0704  704  2 01	GxMxKx	0	0	0	---*|----|----|---*		10	0	0	---- 0	---- 0	---- 0		？？？
706 フラワー植木鉢	 obx003k  676  3 01	GxMxKx	0	14	0	----|----|---*|----		0	0	0	---- 0	---- 0	---- 0		？？？
707 月刑場足場	     obx006k    0  2 01	-----	0	0	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
708 山用丸太	     obx007k  708  2 01	-----	0	0	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
709 かぶり用バケツ	 obx009k  676  3 01	GxMxKx	0	0	0	----|----|---*|----		0	0	0	---- 0	---- 0	---- 0		？？？
710 球石（破壊可）	 obx0614   -1  2 01	-----	7	13	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
711 月玉			 obx0320  711  2 01	-----	7	15	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
712 ロケット		 obx0330  679  2 01	-----	7	0	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
713 ジェット機		 obx0340  679  2 01	-----	7	0	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
714 トレジャー説明	 obx0350   -1  2 01	-----	7	0	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
715 電撃床（小）	 obx0410  663  2 01	-----	0	0	0	---*|----|----|---*		10	0	0	---- 0	---- 0	---- 0		？？？
716 博物館ロープ	 obx0500    0  2 01	-----	0	0	0	---*|----|--*-|---*		0	0	0	---- 0	---- 0	---- 0		？？？
717 カボチャ		 obx013k  717  2 01	-----	0	14	0	---*|----|---*|---*		0	0	0	---- 0	---- 0	---- 0		？？？
718 ラスダン砲台	 obx0430  718  2 01	-----	0	15	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
719 ラスダン吸玉	 obx0420  719  2 01	-----	0	15	0	---*|----|---*|---*		0	0	0	---- 0	---- 0	---- 0		？？？

//ダメージ他630-699	FILE	 Mot T LV	TSKHK	%HP	%OP	%DP	防御|ﾀﾞｳﾝ|状態|予約		%EP	%GP	GPc	ITEM %	ITEM %	ITEM %		説明（６４文字）

//■■■■装飾その他■■■
720	ヒビから水		 Ob20001a   0  2 01	-----	0	0	0	----|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
721	上から砂		 mo10002a   0  2 01	-----	0	0	0	----|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
722	滑る床			 Ob20141a   0  2 01	-----	0	0	0	----|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
//723	階段（モンス用） Ob20151a   0  2 01	-----	0	0	0	----|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
724 ラスダン透明床大 obx0440  724  2 01	-----	0	0	0	---*|----|--*-|---*		10	0	0	---- 0	---- 0	---- 0		？？？
725 ラスダン透明床小 obx0450  725  2 01	-----	0	0	0	---*|----|--*-|---*		10	0	0	---- 0	---- 0	---- 0		？？？
726 移動床大（異）	 obx0037    0  2 01	-----	0	12	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
727 移動床大（森）	 obx0047    0  2 01	-----	0	12	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
728 移動床大（廃）	 obx0057    0  2 01	-----	0	12	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
729 移動床大（ラス） obx0067    0  2 01	-----	0	12	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？

//■■■イベントオブジェクト■■■
//730-799
730	森中継用の木	 ob30003a   0  2 01	-----	0	0	0	----|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
731	城郭用柵		 ob50563a 500  2 01	-----	0	0	0	----|----|-*--|---*		10	0	0	---- 0	---- 0	---- 0		？？？
732	城レリーフ扉	 ob50573a 732  2 01	-----	0	0	0	----|----|-*--|---*		10	0	0	---- 0	---- 0	---- 0		？？？
733	森ボス拘束台	 ob30013a 733  2 01	-----	0	0	0	----|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
734	森茨の扉		 obx0754  734  2 01	-----	0	0	0	----|----|-*--|---*		10	0	0	---- 0	---- 0	---- 0		？？？
735	礼拝堂用柵		 ob50583a 500  2 01	-----	0	0	0	----|----|-*--|---*		10	0	0	---- 0	---- 0	---- 0		？？？
736	城スイッチ		 ob50623a 736  2 01	-----	0	0	0	----|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
737	礼拝割ガラス	 ob50603a 737  2 01	-----	0	0	0	----|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
738	月冥鏡			 ob50613b 738  2 01	-----	0	0	0	----|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
739	礼拝異次元扉	 ob50593a 739  2 01	-----	0	0	0	----|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
740 森魔女家アーチ	 obx0043c	0  2 01	-----	0	0	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
741 森魔女椅子		 obx0007	0  2 01	-----	0	0	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
742 森魔女家コップ	 obx0017	0  2 01	-----	0	0	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
743 森魔女家ポット	 obx0027	0  2 01	-----	0	0	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
744 ラスボス六角床	 ob80000a 744  2 01	-----	0	0	0	---*|----|-*--|---*		10	0	0	---- 0	---- 0	---- 0		？？？
745 七支刀			 eq_055b    0  3 01	-----	0	0	0	----|----|----|----		0	0	0	---- 0	---- 0	---- 0		？？？
746	妖精ショップ立札 obx0083a 746  2 01	-----	0	0	0	----|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
747	金の卵			 eq_059	  747  3 01	-----	0	0	0	----|----|----|----		0	0	0	---- 0	---- 0	---- 0		？？？
748	ジャケット		 obx0724    0  2 01	-----	0	0	0	----|----|----|----		0	0	0	---- 0	---- 0	---- 0		？？？
749	吹き出し用ダミ	 obx0734  749  2 01	-----	0	0	0	----|----|----|----		0	0	0	---- 0	---- 0	---- 0		？？？
750	テルミの魔剣	 wp_036e    0  2 01	-----	0	0	0	----|----|----|----		0	0	0	---- 0	---- 0	---- 0		？？？
751	エクスマキナ杖	 wp_030   751  2 01	-----	0	0	0	----|----|----|----		0	0	0	---- 0	---- 0	---- 0		？？？
752	アルウェン杖銀	 wp_004b  752  2 01	-----	0	0	0	----|----|----|----		0	0	0	---- 0	---- 0	---- 0		？？？
753	アルウェン杖緑	 wp_004   753  2 01	-----	0	0	0	----|----|----|----		0	0	0	---- 0	---- 0	---- 0		？？？
754	風呂敷			 obx0714    0  2 01	-----	0	0	0	----|----|----|----		0	0	0	---- 0	---- 0	---- 0		？？？
755	お弁当（広げ）	 eq_060     0  2 01	-----	0	0	0	----|----|----|----		0	0	0	---- 0	---- 0	---- 0		？？？
756	テルミ剣		 obx1004  756  2 01	-----	0	0	0	----|----|----|----		0	0	0	---- 0	---- 0	---- 0		？？？
757	自販機			 ob00032a   0  2 01	-----	0	0	0	----|----|----|----		0	0	0	---- 0	---- 0	---- 0		Ｇコロッセオ用
758	カウンター		 ob00042a   0  2 01	-----	0	0	0	----|----|----|----		0	0	0	---- 0	---- 0	---- 0		Ｇコロッセオ用
759	フィギュア台	 ob00052a   0  2 01	-----	0	0	0	----|----|----|----		0	0	0	---- 0	---- 0	---- 0		Ｇコロッセオ用
760	ボスゲーム筐体	 ob00062a   0  2 01	-----	0	0	0	----|----|----|----		0	0	0	---- 0	---- 0	---- 0		Ｇコロッセオ用
761	ワインボトル	 ob00001a   0  2 01	-----	0	0	0	----|----|----|----		0	0	0	---- 0	---- 0	---- 0		？？？
762	カップ			 ob00011a   0  2 01	-----	0	0	0	----|----|----|----		0	0	0	---- 0	---- 0	---- 0		？？？
763	皿				 ob00021a   0  2 01	-----	0	0	0	----|----|----|----		0	0	0	---- 0	---- 0	---- 0		？？？
764	演出用null		 up_null    0  3 01	-----	0	0	0	----|----|----|----		0	0	0	---- 0	---- 0	---- 0		？？？
765	ボスゲーム筐体２ ob00092a   0  2 01	-----	0	0	0	----|----|----|----		0	0	0	---- 0	---- 0	---- 0		Ｇコロッセオ用
766	移動ダミ		 obx0734    0  3 01	-----	0	0	0	----|----|----|----		0	0	0	---- 0	---- 0	---- 0		？？？
767	フックギア		 wp_003c2   0  3 01	-----	0	0	0	----|----|----|----		0	0	0	---- 0	---- 0	---- 0		？？？
768 山用渓流足場	 obx008k  708  2 01	-----	0	0	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
769 無限回廊扉封印	 obx1014  769  2 01	-----	0	0	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
770 スパナ			 eq_007     0  3 01	-----	0	0	0	----|----|----|----		0	0	0	---- 0	---- 0	---- 0		？？？
771 トンカチ		 eq_052     0  3 01	-----	0	0	0	----|----|----|----		0	0	0	---- 0	---- 0	---- 0		？？？


//テスト800-899		 FILE	  Mot  T LV	TSKHK	%HP	%OP	%DP	防御|ﾀﾞｳﾝ|状態|予約		%EP	%GP	GPc	ITEM %	ITEM %	ITEM %		説明（６４文字）
---	＿＿＿＿＿＿＿＿ ------	---	-	--	-----	- - -	-------------------		- - -	---- -	---- -	---- -	------
//800 セーブオブジェob001
//801 壊れ実験ob_990
802 壷				 obx0564   -1  2 01	-----	0	11	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
803 紅白壷			 obx010k   -1  2 01	-----	0	13	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
804	看板			 obx0584    0  2 01	-----	0	0	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
808	トゲ球			 obx0594  808  2 01	-----	0	15	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
809	トゲ床			 obx0604  809  2 01	-----	0	0	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
810	大砲			 obx0574   -3  2 01	-----	0	15	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
811	割れた壷		 obx0564c   0  2 01	-----	0	0	0	---*|----|--*-|---*		0	0	0	---- 0	---- 0	---- 0		？？？
812	割れたハニワ	 obx0564d   0  2 01	-----	0	0	0	---*|----|--*-|---*		0	0	0	---- 0	---- 0	---- 0		？？？

850 ラグナ機		 as04		0  3 1	-----	0	0	0	----|----|-*--|----		10	0	0	---- 0	---- 0	---- 0		？？？
851 ポックル機		 as02		0  3 1	-----	0	0	0	----|----|-*--|----		10	0	0	---- 0	---- 0	---- 0		？？？
852	クロード機		 as01		0  3 1	-----	0	0	0	----|----|-*--|----		10	0	0	---- 0	---- 0	---- 0		？？？
853	オデッサ機		 as03		0  3 1	-----	0	0	0	----|----|-*--|----		10	0	0	---- 0	---- 0	---- 0		？？？
854	ラグナ機大破	 as04b		0  2 1	-----	0	0	0	----|----|-*--|----		10	0	0	---- 0	---- 0	---- 0		？？？
855	ラグナ機修理①	 as04c		0  2 1	-----	0	0	0	----|----|-*--|----		10	0	0	---- 0	---- 0	---- 0		？？？
856	ラグナ機修理②	 as04d		0  2 1	-----	0	0	0	----|----|-*--|----		10	0	0	---- 0	---- 0	---- 0		？？？
857	ラグナ飛行		 as04a		0  3 1	-----	0	0	0	----|----|-*--|----		10	0	0	---- 0	---- 0	---- 0		？？？
858	ポックル飛行	 as02a		0  3 1	-----	0	0	0	----|----|-*--|----		10	0	0	---- 0	---- 0	---- 0		？？？
859	クロード飛行	 as01a		0  3 1	-----	0	0	0	----|----|-*--|----		10	0	0	---- 0	---- 0	---- 0		？？？
860	オデッサ飛行	 as03a		0  3 1	-----	0	0	0	----|----|-*--|----		10	0	0	---- 0	---- 0	---- 0		？？？
861	飛行機合流		 air_shipall 0 3 1	-----	0	0	0	----|----|-*--|---*		10	0	0	---- 0	---- 0	---- 0		？？？
870	揺れる毛テスト	 obx0644  870  2 1	-----	0	0	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
871	描画テスト		 obx0694    0  2 1	-----	0	0	0	----|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
872	シェーディング球 obx0744    0  3 1	-----	0	0	0	----|----|----|----		0	0	0	---- 0	---- 0	---- 0		？？？
873	メルセデク・コア ob80040a 873  3 29	Mx		400	0	0	----|----|-*--|---*		10	0	0	---- 0	---- 0	---- 0		？？？



//イベント*トラップ用900-999
---	＿＿＿＿＿＿＿＿	------	---	-	--	-----	- - -	-------------------		- - -	---- -	---- -	---- -	------
990	エリアあたり用	 en_TG	    0  2 1	-----	0	0	0	----|----|-**-|****		10	0	0	---- 0	---- 0	---- 0		？？？
991	ストパ用当り用	 en_TG	    0  2 1	-----	0	0	0	----|----|-**-|****		10	0	0	---- 0	---- 0	---- 0		？？？

998	タゲロック用	 en_TG	    0  3 1	-----	0	0	0	----|----|--*-|****		10	0	0	---- 0	---- 0	---- 10		？？？
999	ルックポト用	 en_TG	    0  2 1	-----	0	0	0	----|----|--*-|****		10	0	0	---- 0	---- 0	---- 0		？？？

//■■■イベント用キャラ■■■
//1010-1060
1010 ラグナ			 ch_003  1010  1 15	-----	0   0  0 	----|----|----|----		0 21 0	---- 0	---- 0	18	 0		X
1011 アルウェン		 ch_004  1011  1 15	-----	0   0  0 	----|----|----|----		0 20 0	---- 0	---- 0	215  0		X
1012 ポックル		 ch_001  1012  1 15	-----	0   0  0 	----|----|----|----		2 20 0	---- 0	---- 0	216  0		X
1013 ピピロ			 ch_002  1013  1 10	-----	0   0  0 	----|----|----|----		3 20 0	---- 0	---- 0	216  0		X
1014 ラグナ			 ch_003J 1014  1 15	-----	0   0  0 	----|----|----|----		0 21 0	---- 0	---- 0	18	 0		X //武器無し
1015 ルゥ			 ch_015  1015  1 15	-----	0   0  0 	----|----|----|----		0 44 0	---- 0	---- 0	9	 0		X
1016 フィオナ		 ch_016  1016  1 15	-----	0   0  0 	----|----|----|----		16 20 0	---- 0	---- 0	19	 0		X
1017 フィオナ		 ch_017  1017  1 15	-----	0   0  0 	----|----|----|----		16 20 0	---- 0	---- 0	---- 0		X //武装
1018 執事クロード	 ch_018  1014  1 15	-----	0   0  0 	----|----|----|----		18 21 0	---- 0	---- 0	24	 0		X
1019 オデッサ		 ch_019  1014  1 15	-----	0   0  0 	----|----|----|----		0 21 0	---- 0	---- 0	29	 0		X
1020 スバル			 ch_020  1014  1 15	-----	0   0  0 	----|----|----|----		0 20 0	---- 0	---- 0	14	 0		X
1021 ギャランドゥ	 ch_021  1014  1 15	-----	0   0  0 	----|----|----|----		21 22 0	---- 0	---- 0	5000 0		X
1022 ダイガルド		 ch_022  1022  1 15	-----	0   0  0 	----|----|----|----		0 22 0	---- 0	---- 0	---- 0		X
1023 魔女ラーライラ	 ch_023  1023  1 15	-----	0   0  0 	----|----|----|----		23 21 0	---- 0	---- 0	9999 0		X
1024 テンザン老人	 ch_024  1014  1 15	-----	0   0  0 	----|----|----|----		0 22 0	---- 0	---- 0	67	 0		X
1025 モンブラン		 ch_025  1025  1 15	-----	0   0  0 	----|----|----|----		25 20 0	---- 0	---- 0	---- 0		X
1026 ザハール		 ch_026  1026  1 15	-----	0   0  0 	----|----|----|----		0 22 0	---- 0	---- 0	---- 0		X
1027 テルミドール	 ch_027  1014  1 15	-----	0   0  0 	----|----|----|----		0 21 0	---- 0	---- 0	20	 0		X //普通
1028 テルミドール 	 ch_028  1028  1 15	-----	0   0  0 	----|----|----|----		0 21 0	---- 0	---- 0	---- 0		X //魔族
1029 ミリアム		 ch_029  1016  1 15	-----	0   0  0 	----|----|----|----	   29 20 0	---- 0	---- 0	26	 0		X
1030 エクスマキナ	 ch_030  1014  1 15	-----	0   0  0 	----|----|----|----		0 20 0	---- 0	---- 0	---- 0		X
1031 エクスマキナ	 ch_031  1016  1 15	-----	0   0  0 	----|----|----|----		0 20 0	---- 0	---- 0	---- 0		X
1032 エクスマキナ	 ch_032  1016  1 15	-----	0   0  0 	----|----|----|----		0 20 0	---- 0	---- 0	---- 0		X
1033 オデッサ		 ch_033  1022  1 15	-----	0   0  0 	----|----|----|----		0 21 0	---- 0	---- 0	---- 0		X //狼オデッサ
1034 オデッサ		 ch_034  1014  1 15	-----	0   0  0 	----|----|----|----		19 21 0	---- 0	---- 0	---- 0		X //半狼オデッサ
1035 魔王ミア		 ch_035  1014  1 15	-----	0   0  0 	----|----|----|----		0 20 0	---- 0	---- 0	---- 0		X //魔王ミア１
1036 テルミドール	 ch_036  1036  1 15	-----	0   0  0 	----|----|----|----		27 21 0	---- 0	---- 0	---- 0		X //アーマーテルミ
1037 ダイガルド		 ch_037  1014  1 15	-----	0   0  0 	----|----|----|----		0 22 0	---- 0	---- 0	---- 0		X //ダイガルド人間
1038 魔王ミア		 ch_038  1014  1 15	-----	0   0  0 	----|----|----|----		0 20 0	---- 0	---- 0	---- 0		X //魔王ミア戦闘前
1039 魔王ミア		 ch_039  1014  1 15	-----	0   0  0 	----|----|----|----		0 20 0	---- 0	---- 0	---- 0		X //魔王ミア戦闘後
1040 メイ			 ch_049  1016  1 15	-----	0   0  0 	----|----|----|----		0 20 0	---- 0	---- 0	53	 0		X
1041 カイ			 ch_076  1014  1 15	-----	0   0  0 	----|----|----|----		0 21 0	---- 0	---- 0	57	 0		X
1042 忍者			 ch_079  1014  1 15	-----	0   0  0 	----|----|----|----		0 21 0	---- 0	---- 0	60	 0		X
1043 植物ボス		 BS_401  1043  1 15	-----	0   0  0 	----|----|----|----		0 22 0	---- 0	---- 0	60	 0		X
1044 ラグナ			 ch_003f 1014  1 15	-----	0   0  0 	----|----|----|----		0 21 0	---- 0	---- 0	18	 0		X //裸
1045 スバル			 ch_020c 1014  1 15	-----	0   0  0 	----|----|----|----		20 20 0	---- 0	---- 0	14	 0		X //湯衣
1046 スバル			 ch_020d 1014  1 15	-----	0   0  0 	----|----|----|----		20 20 0	---- 0	---- 0	14	 0		X //包帯
1047 スバル			 ch_020b 1014  1 15	-----	0   0  0 	----|----|----|----		20 20 0	---- 0	---- 0	67	 0		X //靴下バージョン
1048 テンザン老人	 ch_024b 1014  1 15	-----	0   0  0 	----|----|----|----		24 22 0	---- 0	---- 0	67	 0		X //足袋バージョン
1049 ラグナ			 ch_003e 1014  1 15	-----	0   0  0 	----|----|----|----		0 21 0	---- 0	---- 0	67	 0		X //靴下バージョン
1050 ガシュレー親方	 Ch_061  1014  1 15	-----   0   0  0 	----|----|----|----		61 22 0	---- 0	---- 0	63	 0		X
1051 ノートン		 Ch_063  1014  1 15	-----	0   0  0 	----|----|----|----		0 21 0	---- 0	---- 0	44	 0		X
1052 ラグナ			 ch_003g 1014  1 15	-----	0   0  0 	----|----|----|----		0 21 0	---- 0	---- 0	18	 0		X //包帯 靴下
1053 ラグナ			 ch_003h 1014  1 15	-----	0   0  0 	----|----|----|----		0 21 0	---- 0	---- 0	18	 0		X //包帯 ブーツ
1054 ギスカール公	 ch_021b 1014  1 15	-----	0   0  0 	----|----|----|----		0 22 0	---- 0	---- 0	18	 0		X //ギャランドゥの素顔
1055 テンザン老人	 ch_024c 1014  1 15	-----	0   0  0 	----|----|----|----		24 22 0	---- 0	---- 0	67	 0		X //包帯バージョン
1056 カイ			 ch_076b 1014  1 15	-----	0   0  0 	----|----|----|----		76 21 0	---- 0	---- 0	57	 0		X //ニンジャ服バージョン
1057 魔女ラーライラ	 ch_023b 1023  1 15	-----	0   0  0 	----|----|----|----		0 21 0	---- 0	---- 0	9999 0		X //偽者
1058 ミア			 ch_091  1014  1 15	-----	0   0  0 	----|----|----|----		0 20 0	---- 0	---- 0	---- 0		X //エピローグ用
1059 アルウェン		 ch_004c 1014  1 15	-----	0   0  0 	----|----|----|----		0 20 0	---- 0	---- 0	215  0		X //水着Ver
1060 オデッサ		 ch_034b 1014  1 15	-----	0   0  0 	----|----|----|----		0 21 0	---- 0	---- 0	---- 0		X //水着Ver
1061 ルゥ			 ch_015b 1015  1 15	-----	0   0  0 	----|----|----|----		0 44 0	---- 0	---- 0	9	 0		X //ルウ裸Ver
1063 ノートン		 ch_063  1014  1 15	-----	0   0  0 	----|----|----|----		0 21 0	---- 0	---- 0	44	 0		X
1064 テルミドール 	 ch_a64  1028  1 15	-----	0   0  0 	----|----|----|----		0 21 0	---- 0	---- 0	---- 0		X //モノトーン
